order_id,website_session_id,user_id,session_creation,order_creation,duration(mins),is_repeat_session,utm_source,utm_campaign,utm_content,device_type
198,7144,6841,2012-05-14 18:35,2012-05-14 18:51,16,0,gsearch,nonbrand,g_ad_1,desktop
199,7175,6869,2012-05-15 03:06,2012-05-15 03:20,14,0,gsearch,nonbrand,g_ad_1,desktop
200,7178,3123,2012-05-15 05:04,2012-05-15 05:20,16,1,NULL,NULL,NULL,desktop
201,7179,6872,2012-05-15 05:07,2012-05-15 05:28,21,0,gsearch,nonbrand,g_ad_1,desktop
202,7188,6880,2012-05-15 07:55,2012-05-15 08:13,18,0,gsearch,nonbrand,g_ad_1,desktop
203,7191,6882,2012-05-15 08:38,2012-05-15 08:56,18,0,gsearch,nonbrand,g_ad_1,desktop
204,7240,6929,2012-05-15 14:51,2012-05-15 15:06,15,0,gsearch,nonbrand,g_ad_1,desktop
205,7245,872,2012-05-15 15:11,2012-05-15 15:29,18,1,NULL,NULL,NULL,desktop
206,7263,6948,2012-05-15 17:12,2012-05-15 17:26,14,0,gsearch,nonbrand,g_ad_1,desktop
207,7311,6994,2012-05-16 04:47,2012-05-16 05:07,20,0,gsearch,nonbrand,g_ad_1,desktop
208,7312,6995,2012-05-16 05:16,2012-05-16 05:33,17,0,gsearch,nonbrand,g_ad_1,mobile
209,7421,7097,2012-05-17 00:14,2012-05-17 00:34,20,0,gsearch,nonbrand,g_ad_1,mobile
210,7507,7176,2012-05-17 16:08,2012-05-17 16:23,15,0,gsearch,nonbrand,g_ad_1,mobile
211,7528,7195,2012-05-17 19:18,2012-05-17 19:33,15,0,gsearch,nonbrand,g_ad_1,desktop
212,7577,4607,2012-05-18 10:06,2012-05-18 10:29,23,1,NULL,NULL,NULL,mobile
213,7590,7248,2012-05-18 11:21,2012-05-18 11:38,17,0,gsearch,nonbrand,g_ad_1,desktop
214,7597,3264,2012-05-18 13:22,2012-05-18 13:43,21,1,gsearch,brand,g_ad_2,desktop
215,7604,7260,2012-05-18 14:07,2012-05-18 14:24,17,0,gsearch,nonbrand,g_ad_1,desktop
216,7663,7314,2012-05-19 03:23,2012-05-19 03:45,22,0,gsearch,nonbrand,g_ad_1,desktop
217,7710,7355,2012-05-20 00:43,2012-05-20 00:54,11,0,gsearch,nonbrand,g_ad_1,desktop
218,7734,7379,2012-05-20 09:39,2012-05-20 09:53,14,0,gsearch,nonbrand,g_ad_1,desktop
219,7787,7425,2012-05-20 22:34,2012-05-20 22:54,20,0,gsearch,nonbrand,g_ad_1,desktop
220,7792,7430,2012-05-20 23:01,2012-05-20 23:15,14,0,gsearch,nonbrand,g_ad_1,desktop
221,7795,7432,2012-05-20 23:16,2012-05-20 23:36,20,0,gsearch,nonbrand,g_ad_1,desktop
222,7820,7455,2012-05-21 05:12,2012-05-21 05:26,14,0,gsearch,nonbrand,g_ad_1,desktop
223,7864,7498,2012-05-21 11:35,2012-05-21 11:52,17,0,gsearch,nonbrand,g_ad_1,desktop
224,7906,7533,2012-05-21 16:30,2012-05-21 16:48,18,0,gsearch,nonbrand,g_ad_1,desktop
225,7947,7569,2012-05-21 21:57,2012-05-21 22:15,18,0,gsearch,nonbrand,g_ad_1,desktop
226,7973,7594,2012-05-22 05:03,2012-05-22 05:15,12,0,gsearch,nonbrand,g_ad_1,desktop
227,7978,7599,2012-05-22 05:53,2012-05-22 06:15,22,0,gsearch,nonbrand,g_ad_1,desktop
228,8001,4430,2012-05-22 11:22,2012-05-22 11:40,18,1,NULL,NULL,NULL,desktop
229,8011,7630,2012-05-22 12:41,2012-05-22 13:00,19,0,gsearch,nonbrand,g_ad_1,desktop
230,8060,1997,2012-05-22 16:33,2012-05-22 16:53,20,1,NULL,NULL,NULL,desktop
231,8130,7735,2012-05-23 03:09,2012-05-23 03:29,20,0,gsearch,nonbrand,g_ad_1,desktop
232,8265,4098,2012-05-23 21:51,2012-05-23 22:13,22,1,NULL,NULL,NULL,mobile
233,8272,7867,2012-05-23 23:07,2012-05-23 23:24,17,0,gsearch,nonbrand,g_ad_1,desktop
234,8435,8016,2012-05-24 19:19,2012-05-24 19:34,15,0,gsearch,nonbrand,g_ad_1,desktop
235,8447,8026,2012-05-24 20:34,2012-05-24 20:47,13,0,gsearch,nonbrand,g_ad_1,desktop
236,8479,8053,2012-05-25 04:37,2012-05-25 04:56,19,0,gsearch,nonbrand,g_ad_1,desktop
237,8480,8054,2012-05-25 04:44,2012-05-25 05:03,19,0,gsearch,nonbrand,g_ad_1,desktop
238,8519,8090,2012-05-25 11:13,2012-05-25 11:32,19,0,gsearch,nonbrand,g_ad_1,desktop
239,8543,8114,2012-05-25 14:14,2012-05-25 14:34,20,0,gsearch,nonbrand,g_ad_1,desktop
240,8546,8116,2012-05-25 14:23,2012-05-25 14:47,24,0,gsearch,nonbrand,g_ad_1,desktop
241,8569,8136,2012-05-25 16:06,2012-05-25 16:22,16,0,gsearch,nonbrand,g_ad_1,desktop
242,8642,8202,2012-05-26 13:32,2012-05-26 13:48,16,0,gsearch,nonbrand,g_ad_1,desktop
243,8643,8203,2012-05-26 13:55,2012-05-26 14:12,17,0,gsearch,nonbrand,g_ad_1,desktop
244,8656,8216,2012-05-26 16:58,2012-05-26 17:15,17,0,gsearch,nonbrand,g_ad_1,desktop
245,8694,8250,2012-05-27 09:13,2012-05-27 09:35,22,0,gsearch,nonbrand,g_ad_1,desktop
246,8738,8289,2012-05-27 22:58,2012-05-27 23:20,22,0,gsearch,nonbrand,g_ad_1,desktop
247,8748,8299,2012-05-28 00:43,2012-05-28 01:00,17,0,gsearch,nonbrand,g_ad_1,desktop
248,8766,8314,2012-05-28 06:22,2012-05-28 06:32,10,0,gsearch,nonbrand,g_ad_1,desktop
249,8810,8353,2012-05-28 14:56,2012-05-28 15:16,20,0,gsearch,nonbrand,g_ad_1,desktop
250,8874,8409,2012-05-29 05:51,2012-05-29 06:08,17,0,gsearch,nonbrand,g_ad_1,desktop
251,8903,8436,2012-05-29 10:11,2012-05-29 10:25,14,0,gsearch,nonbrand,g_ad_1,desktop
